0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,MONEDA,categoria,FECHA
7.43,-,8.20,5.20,9.54,7.00,s.i.,7.10,-,-,-,11.06,-,-,-,-,-,-,-,7.51,SOLES,Préstamos hasta 30 días,31/07/2025
7.86,-,8.33,7.06,9.66,8.16,s.i.,7.31,-,7.55,-,9.23,-,12.00,-,-,-,-,-,8.19,SOLES,Préstamos de 31 a 90 días,31/07/2025
7.98,9.00,7.58,5.88,8.43,7.19,s.i.,7.29,-,6.66,-,9.14,-,10.87,-,-,8.40,-,-,7.59,SOLES,Préstamos de 91 a 180 días,31/07/2025
8.17,-,7.00,6.69,10.03,8.71,s.i.,6.03,-,5.33,-,10.35,-,10.50,-,-,-,-,-,7.34,SOLES,Préstamos de 181 a 360 días,31/07/2025
7.50,-,7.73,-,5.98,9.13,s.i.,8.00,-,-,-,-,-,-,-,-,-,-,-,7.63,SOLES,Préstamos a más de 360 días,31/07/2025
11.62,12.52,10.99,7.50,11.80,9.45,s.i.,9.99,-,-,-,6.63,-,12.76,-,-,-,-,-,10.61,SOLES,Medianas Empresas,31/07/2025
10.14,13.00,10.87,7.20,15.39,10.33,s.i.,9.38,-,-,-,10.25,-,-,-,-,-,-,-,10.55,SOLES,Descuentos,31/07/2025
11.15,-,11.12,14.03,12.45,10.20,s.i.,9.31,-,-,-,6.58,-,-,-,-,-,-,-,9.39,SOLES,Préstamos hasta 30 días,31/07/2025
12.57,11.61,11.67,9.08,12.54,9.25,s.i.,10.09,-,-,-,6.63,-,13.00,-,-,-,-,-,10.33,SOLES,Préstamos de 31 a 90 días,31/07/2025
11.51,12.90,11.13,6.39,11.37,9.23,s.i.,10.36,-,-,-,-,-,12.69,-,-,-,-,-,10.69,SOLES,Préstamos de 91 a 180 días,31/07/2025
11.75,11.25,10.43,7.50,12.11,10.27,s.i.,10.51,-,-,-,-,-,-,-,-,-,-,-,10.99,SOLES,Préstamos de 181 a 360 días,31/07/2025
11.66,17.00,10.51,-,8.67,9.06,s.i.,11.62,-,-,-,-,-,-,-,-,-,-,-,10.98,SOLES,Préstamos a más de 360 días,31/07/2025
16.90,15.26,20.85,-,16.21,12.97,s.i.,14.72,25.60,10.10,22.49,-,-,13.24,-,-,-,29.94,-,19.95,SOLES,Pequeñas Empresas,31/07/2025
11.03,-,13.82,-,17.33,9.77,s.i.,10.81,-,-,-,-,-,-,-,-,-,-,-,13.15,SOLES,Descuentos,31/07/2025
19.97,-,11.78,-,-,11.11,s.i.,9.40,46.08,-,-,-,-,-,-,-,-,-,-,13.94,SOLES,Préstamos hasta 30 días,31/07/2025
17.48,10.50,11.15,-,11.81,10.18,s.i.,9.89,50.19,-,-,-,-,-,-,-,-,-,-,15.14,SOLES,Préstamos de 31 a 90 días,31/07/2025
16.31,11.00,8.51,-,13.15,9.50,s.i.,6.60,38.36,10.10,-,-,-,13.24,-,-,-,33.49,-,12.49,SOLES,Préstamos de 91 a 180 días,31/07/2025
17.63,12.00,9.46,-,8.90,13.21,s.i.,13.95,31.95,-,-,-,-,-,-,-,-,40.01,-,26.41,SOLES,Préstamos de 181 a 360 días,31/07/2025
16.91,15.84,23.22,-,12.11,13.76,s.i.,17.67,23.29,-,22.49,-,-,-,-,-,-,29.50,-,20.71,SOLES,Préstamos a más de 360 días,31/07/2025
18.18,26.75,44.71,39.70,22.48,-,s.i.,16.85,48.50,-,23.16,-,-,-,-,-,-,81.56,-,66.48,SOLES,Microempresas,31/07/2025
32.47,-,54.11,39.70,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,40.73,SOLES,Tarjetas de Crédito,31/07/2025
10.10,-,24.23,-,22.48,-,s.i.,13.87,-,-,-,-,-,-,-,-,-,-,-,19.18,SOLES,Descuentos,31/07/2025
16.98,-,-,-,-,-,s.i.,-,51.14,-,-,-,-,-,-,-,-,38.65,-,50.07,SOLES,Préstamos Revolventes,31/07/2025
23.07,-,-,-,-,-,s.i.,-,75.65,-,-,-,-,-,-,-,-,-,-,25.38,SOLES,Préstamos a cuota fija hasta 30 días,31/07/2025
24.46,-,-,-,-,-,s.i.,-,76.43,-,-,-,-,-,-,-,-,111.66,-,75.19,SOLES,Préstamos a cuota fija de 31 a 90 días,31/07/2025
20.94,-,14.50,-,-,-,s.i.,9.50,69.36,-,-,-,-,-,-,-,-,111.57,-,109.89,SOLES,Préstamos a cuota fija de 91 a 180 días,31/07/2025
21.62,-,-,-,-,-,s.i.,-,59.40,-,-,-,-,-,-,-,-,56.32,-,57.89,SOLES,Préstamos a cuota fija de 181 a 360 días,31/07/2025
16.76,26.75,45.48,-,-,-,s.i.,19.89,36.29,-,23.16,-,-,-,-,-,-,36.53,-,35.69,SOLES,Préstamos a cuota fija a más de 360 días,31/07/2025
51.62,15.69,59.96,38.23,25.63,47.01,s.i.,57.05,54.38,21.03,86.33,-,82.14,56.88,-,-,-,36.57,45.78,58.11,SOLES,Consumo,31/07/2025
72.05,32.89,69.73,45.92,61.55,59.00,s.i.,64.32,-,32.21,94.92,-,100.18,-,-,-,-,-,69.16,72.14,SOLES,Tarjetas de Crédito,31/07/2025
12.32,-,-,-,-,-,s.i.,-,61.88,-,-,-,-,-,-,-,-,85.54,-,13.31,SOLES,Préstamos Revolventes,31/07/2025
12.72,-,12.21,-,12.06,10.93,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,12.46,SOLES,Préstamos no Revolventes para automóviles,31/07/2025
17.20,42.39,89.87,16.63,10.40,24.57,s.i.,22.15,62.69,-,32.58,-,54.90,58.82,-,-,-,52.32,-,76.36,SOLES,Préstamos no Revolventes para libre disponibilidad hasta 360 días,31/07/2025
19.84,15.39,17.27,16.45,15.83,17.42,s.i.,17.34,42.48,12.77,26.35,-,31.11,56.83,-,-,-,35.72,42.45,22.75,SOLES,Préstamos no Revolventes para libre disponibilidad a más de 360 días,31/07/2025
-,49.09,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,49.09,SOLES,Créditos pignoraticios,31/07/2025
7.73,9.65,8.04,8.81,8.36,7.69,s.i.,7.52,16.62,7.51,-,-,-,-,-,-,-,-,12.00,7.89,SOLES,Hipotecarios,31/07/2025
7.73,9.65,8.04,8.81,8.36,7.69,s.i.,7.52,16.62,7.51,-,-,-,-,-,-,-,-,12.00,7.89,SOLES,Préstamos hipotecarios para vivienda,31/07/2025
BBVA,Bancom,Crédito,Pichincha,BIF,Scotiabank,Citibank,Interbank,Mibanco,GNB,Falabella,Santander,Ripley,Alfin,ICBC,Bank of China,BCI,Compartamos,Santander Cons. Bank,Promedio,USD,CATEGORIA,31/07/2025
5.10,-,5.34,6.61,5.18,6.19,s.i.,5.08,-,4.79,-,6.67,-,-,6.44,4.20,5.45,-,-,5.43,USD,Corporativos,31/07/2025
4.91,-,5.62,5.74,4.31,5.29,s.i.,4.88,-,8.00,-,8.03,-,-,-,-,-,-,-,5.19,USD,Descuentos,31/07/2025
4.21,-,5.65,5.24,5.54,4.70,s.i.,4.28,-,4.45,-,6.85,-,-,7.53,-,4.71,-,-,5.55,USD,Préstamos hasta 30 días,31/07/2025
4.99,-,4.58,-,6.46,4.75,s.i.,5.66,-,4.98,-,6.29,-,-,7.27,-,4.97,-,-,5.05,USD,Préstamos de 31 a 90 días,31/07/2025
4.96,-,5.04,7.88,7.30,6.40,s.i.,4.19,-,4.56,-,6.70,-,-,5.40,4.20,4.76,-,-,5.06,USD,Préstamos de 91 a 180 días,31/07/2025
5.20,-,4.43,-,4.75,5.37,s.i.,6.48,-,5.10,-,8.91,-,-,5.49,-,-,-,-,5.18,USD,Préstamos de 181 a 360 días,31/07/2025
5.37,-,8.84,-,-,7.06,s.i.,5.95,-,-,-,-,-,-,-,-,7.38,-,-,6.80,USD,Préstamos a más de 360 días,31/07/2025
6.76,6.74,6.55,18.42,8.02,5.87,s.i.,6.65,-,8.62,-,6.68,-,-,5.43,-,6.00,-,-,6.86,USD,Grandes Empresas,31/07/2025
7.04,7.90,6.93,5.56,8.25,6.17,s.i.,6.70,-,7.29,-,8.03,-,-,-,-,-,-,-,6.85,USD,Descuentos,31/07/2025
6.56,8.44,5.88,8.05,9.02,7.49,s.i.,7.47,-,11.50,-,6.15,-,-,-,-,6.10,-,-,6.07,USD,Préstamos hasta 30 días,31/07/2025
6.80,5.60,7.58,37.63,7.75,5.34,s.i.,6.31,-,9.56,-,6.41,-,-,-,-,5.64,-,-,8.33,USD,Préstamos de 31 a 90 días,31/07/2025
6.93,7.80,6.48,6.83,7.79,5.46,s.i.,6.68,-,5.15,-,7.84,-,-,-,-,-,-,-,6.57,USD,Préstamos de 91 a 180 días,31/07/2025
5.58,-,6.26,6.10,6.97,7.90,s.i.,6.28,-,5.85,-,8.50,-,-,-,-,-,-,-,6.18,USD,Préstamos de 181 a 360 días,31/07/2025
6.17,-,6.58,6.08,14.00,6.53,s.i.,6.61,-,-,-,8.12,-,-,5.43,-,-,-,-,6.73,USD,Préstamos a más de 360 días,31/07/2025
8.38,10.23,8.81,4.84,8.83,8.28,s.i.,8.94,-,6.79,-,7.48,-,-,-,-,-,-,-,8.57,USD,Medianas Empresas,31/07/2025
8.50,9.15,9.71,-,8.62,8.50,s.i.,8.66,-,-,-,10.19,-,-,-,-,-,-,-,9.20,USD,Descuentos,31/07/2025
8.02,-,7.53,-,7.60,8.63,s.i.,11.24,-,-,-,6.29,-,-,-,-,-,-,-,7.49,USD,Préstamos hasta 30 días,31/07/2025
9.99,9.07,9.37,4.43,10.52,9.61,s.i.,8.50,-,-,-,6.91,-,-,-,-,-,-,-,8.62,USD,Préstamos de 31 a 90 días,31/07/2025
9.80,14.33,8.69,8.57,10.20,8.43,s.i.,9.46,-,5.85,-,10.06,-,-,-,-,-,-,-,9.00,USD,Préstamos de 91 a 180 días,31/07/2025
8.47,-,7.60,-,12.01,7.86,s.i.,11.36,-,7.80,-,8.44,-,-,-,-,-,-,-,7.88,USD,Préstamos de 181 a 360 días,31/07/2025
6.98,-,7.85,6.95,8.64,7.13,s.i.,9.57,-,-,-,-,-,-,-,-,-,-,-,7.54,USD,Préstamos a más de 360 días,31/07/2025
10.07,-,11.06,-,10.55,5.62,s.i.,9.00,15.12,8.76,-,-,-,-,-,-,-,-,-,8.39,USD,Pequeñas Empresas,31/07/2025
9.12,-,13.47,-,17.19,9.88,s.i.,11.08,-,-,-,-,-,-,-,-,-,-,-,12.72,USD,Descuentos,31/07/2025
10.92,-,9.10,-,-,10.13,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,10.02,USD,Préstamos hasta 30 días,31/07/2025
14.89,-,9.48,-,13.34,7.96,s.i.,11.68,-,-,-,-,-,-,-,-,-,-,-,9.76,USD,Préstamos de 31 a 90 días,31/07/2025
9.80,-,8.42,-,11.84,6.34,s.i.,10.48,-,8.76,-,-,-,-,-,-,-,-,-,7.45,USD,Préstamos de 91 a 180 días,31/07/2025
13.08,-,9.01,-,-,5.28,s.i.,11.37,15.12,-,-,-,-,-,-,-,-,-,-,7.52,USD,Préstamos de 181 a 360 días,31/07/2025
9.73,-,8.22,-,7.55,4.66,s.i.,7.41,-,-,-,-,-,-,-,-,-,-,-,5.83,USD,Préstamos a más de 360 días,31/07/2025
24.55,-,23.52,19.40,25.00,-,s.i.,7.72,-,-,-,-,-,-,-,-,-,-,-,16.59,USD,Microempresas,31/07/2025
33.44,-,23.32,19.40,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,25.03,USD,Tarjetas de Crédito,31/07/2025
8.93,-,24.45,-,25.00,-,s.i.,15.57,-,-,-,-,-,-,-,-,-,-,-,20.24,USD,Descuentos,31/07/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos Revolventes,31/07/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos a cuota fija hasta 30 días,31/07/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos a cuota fija de 31 a 90 días,31/07/2025
20.11,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,20.11,USD,Préstamos a cuota fija de 91 a 180 días,31/07/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos a cuota fija de 181 a 360 días,31/07/2025
-,-,-,-,-,-,s.i.,7.40,-,-,-,-,-,-,-,-,-,-,-,7.40,USD,Préstamos a cuota fija a más de 360 días,31/07/2025
51.06,32.70,49.16,47.62,48.41,47.48,s.i.,59.84,-,47.44,-,-,-,-,-,-,-,-,-,50.44,USD,Consumo,31/07/2025
60.78,32.70,56.64,47.65,53.40,49.18,s.i.,60.54,-,47.44,-,-,-,-,-,-,-,-,-,56.71,USD,Tarjetas de Crédito,31/07/2025
14.19,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,14.19,USD,Préstamos Revolventes,31/07/2025
9.64,-,10.09,-,8.10,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,9.97,USD,Préstamos no Revolventes para automóviles,31/07/2025
5.01,-,5.71,12.10,6.93,-,s.i.,11.49,-,-,-,-,-,-,-,-,-,-,-,5.43,USD,Préstamos no Revolventes para libre disponibilidad hasta 360 días,31/07/2025
8.76,-,5.81,-,5.25,6.00,s.i.,7.85,-,-,-,-,-,-,-,-,-,-,-,6.47,USD,Préstamos no Revolventes para libre disponibilidad a más de 360 días,31/07/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Créditos pignoraticios,31/07/2025
6.51,-,7.14,10.00,9.22,6.51,s.i.,7.44,-,-,-,-,-,-,-,-,-,-,-,6.85,USD,Hipotecarios,31/07/2025
6.51,-,7.14,10.00,9.22,6.51,s.i.,7.44,-,-,-,-,-,-,-,-,-,-,-,6.85,USD,Préstamos hipotecarios para vivienda,31/07/2025
