0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,MONEDA,categoria,FECHA
9.40,9.01,10.78,7.64,11.99,9.78,7.99,9.97,-,7.00,-,7.60,-,12.72,-,-,-,-,-,9.81,SOLES,Medianas Empresas,30/06/2025
9.95,-,11.46,-,15.14,10.16,-,9.11,-,-,-,-,-,-,-,-,-,-,-,10.67,SOLES,Descuentos,30/06/2025
11.94,13.00,12.37,16.52,11.24,10.86,7.99,13.12,-,-,-,6.55,-,-,-,-,-,-,-,9.66,SOLES,Préstamos hasta 30 días,30/06/2025
12.61,7.08,11.54,6.60,13.14,10.20,-,9.94,-,-,-,7.84,-,13.00,-,-,-,-,-,10.21,SOLES,Préstamos de 31 a 90 días,30/06/2025
11.22,11.59,10.03,7.38,10.54,9.43,-,9.35,-,7.00,-,-,-,12.30,-,-,-,-,-,10.19,SOLES,Préstamos de 91 a 180 días,30/06/2025
6.17,11.33,10.07,7.50,9.76,10.40,-,12.56,-,-,-,-,-,-,-,-,-,-,-,6.88,SOLES,Préstamos de 181 a 360 días,30/06/2025
11.70,18.25,10.32,-,11.26,9.46,-,12.10,-,-,-,-,-,12.75,-,-,-,-,-,11.23,SOLES,Préstamos a más de 360 días,30/06/2025
16.65,16.05,20.83,24.00,11.76,13.10,-,14.82,24.58,10.11,21.95,-,-,13.46,-,-,-,29.68,-,19.82,SOLES,Pequeñas Empresas,30/06/2025
12.56,-,14.60,-,18.95,10.16,-,10.54,-,-,-,-,-,-,-,-,-,-,-,13.82,SOLES,Descuentos,30/06/2025
19.61,-,10.41,24.00,-,11.21,-,-,39.13,-,-,-,-,-,-,-,-,-,-,12.37,SOLES,Préstamos hasta 30 días,30/06/2025
17.85,13.14,11.36,-,11.91,10.08,-,11.04,49.74,-,-,-,-,-,-,-,-,65.03,-,15.53,SOLES,Préstamos de 31 a 90 días,30/06/2025
15.77,12.00,9.07,-,13.34,10.91,-,6.28,38.59,10.11,-,-,-,13.46,-,-,-,63.88,-,13.09,SOLES,Préstamos de 91 a 180 días,30/06/2025
16.88,23.50,9.48,-,5.82,10.44,-,17.65,30.75,-,-,-,-,-,-,-,-,50.38,-,24.28,SOLES,Préstamos de 181 a 360 días,30/06/2025
16.67,16.12,22.94,-,11.70,13.62,-,17.44,22.44,-,21.95,-,-,-,-,-,-,28.95,-,20.51,SOLES,Préstamos a más de 360 días,30/06/2025
18.62,26.75,43.82,34.61,26.56,15.41,-,19.73,47.91,-,23.18,-,-,-,-,-,-,80.03,-,65.68,SOLES,Microempresas,30/06/2025
33.89,-,54.52,34.61,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,42.23,SOLES,Tarjetas de Crédito,30/06/2025
11.15,-,23.57,-,26.56,-,-,12.47,-,-,-,-,-,-,-,-,-,-,-,18.24,SOLES,Descuentos,30/06/2025
16.90,-,-,-,-,-,-,-,50.99,-,-,-,-,-,-,-,-,39.03,-,49.92,SOLES,Préstamos Revolventes,30/06/2025
24.41,-,-,-,-,-,-,-,59.36,-,-,-,-,-,-,-,-,109.82,-,29.32,SOLES,Préstamos a cuota fija hasta 30 días,30/06/2025
25.98,-,-,-,-,-,-,-,78.14,-,-,-,-,-,-,-,-,114.70,-,84.00,SOLES,Préstamos a cuota fija de 31 a 90 días,30/06/2025
19.54,-,14.50,-,-,-,-,-,70.84,-,-,-,-,-,-,-,-,111.66,-,110.11,SOLES,Préstamos a cuota fija de 91 a 180 días,30/06/2025
20.40,-,-,-,-,-,-,-,58.35,-,-,-,-,-,-,-,-,56.97,-,57.32,SOLES,Préstamos a cuota fija de 181 a 360 días,30/06/2025
17.45,26.75,44.52,-,-,15.41,-,21.06,35.10,-,23.18,-,-,-,-,-,-,36.41,-,35.38,SOLES,Préstamos a cuota fija a más de 360 días,30/06/2025
50.01,15.42,57.47,40.44,29.54,46.51,-,57.07,55.42,19.06,85.08,-,80.08,55.55,-,-,-,36.15,45.24,56.99,SOLES,Consumo,30/06/2025
71.86,32.62,69.10,46.27,62.91,58.80,-,64.95,-,32.46,95.23,-,98.48,-,-,-,-,-,70.15,72.05,SOLES,Tarjetas de Crédito,30/06/2025
12.29,-,-,-,-,-,-,-,62.10,-,-,-,-,-,-,-,-,85.42,-,13.17,SOLES,Préstamos Revolventes,30/06/2025
12.57,-,12.23,-,12.51,11.06,-,-,-,-,-,-,-,-,-,-,-,-,-,12.43,SOLES,Préstamos no Revolventes para automóviles,30/06/2025
18.79,46.06,90.30,19.97,11.45,23.74,-,21.33,64.67,-,33.23,-,54.76,60.86,-,-,-,51.95,-,77.11,SOLES,Préstamos no Revolventes para libre disponibilidad hasta 360 días,30/06/2025
20.14,15.13,16.30,18.57,17.47,16.91,-,16.90,43.32,10.93,27.07,-,30.58,55.42,-,-,-,35.30,41.57,22.26,SOLES,Préstamos no Revolventes para libre disponibilidad a más de 360 días,30/06/2025
-,49.12,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,-,49.12,SOLES,Créditos pignoraticios,30/06/2025
7.60,9.86,8.00,8.84,8.41,7.69,-,7.55,16.62,7.60,-,-,-,-,-,-,-,-,11.82,7.85,SOLES,Hipotecarios,30/06/2025
7.60,9.86,8.00,8.84,8.41,7.69,-,7.55,16.62,7.60,-,-,-,-,-,-,-,-,11.82,7.85,SOLES,Préstamos hipotecarios para vivienda,30/06/2025
BBVA,Bancom,Crédito,Pichincha,BIF,Scotiabank,Citibank,Interbank,Mibanco,GNB,Falabella,Santander,Ripley,Alfin,ICBC,Bank of China,BCI,Compartamos,Santander Cons. Bank,Promedio,USD,CATEGORIA,30/06/2025
5.10,-,5.34,6.61,5.18,6.19,s.i.,5.08,-,4.79,-,6.67,-,-,6.44,4.20,5.45,-,-,5.43,USD,Corporativos,30/06/2025
4.91,-,5.62,5.74,4.31,5.29,s.i.,4.88,-,8.00,-,8.03,-,-,-,-,-,-,-,5.19,USD,Descuentos,30/06/2025
4.21,-,5.65,5.24,5.54,4.70,s.i.,4.28,-,4.45,-,6.85,-,-,7.53,-,4.71,-,-,5.55,USD,Préstamos hasta 30 días,30/06/2025
4.99,-,4.58,-,6.46,4.75,s.i.,5.66,-,4.98,-,6.29,-,-,7.27,-,4.97,-,-,5.05,USD,Préstamos de 31 a 90 días,30/06/2025
4.96,-,5.04,7.88,7.30,6.40,s.i.,4.19,-,4.56,-,6.70,-,-,5.40,4.20,4.76,-,-,5.06,USD,Préstamos de 91 a 180 días,30/06/2025
5.20,-,4.43,-,4.75,5.37,s.i.,6.48,-,5.10,-,8.91,-,-,5.49,-,-,-,-,5.18,USD,Préstamos de 181 a 360 días,30/06/2025
5.37,-,8.84,-,-,7.06,s.i.,5.95,-,-,-,-,-,-,-,-,7.38,-,-,6.80,USD,Préstamos a más de 360 días,30/06/2025
6.76,6.74,6.55,18.42,8.02,5.87,s.i.,6.65,-,8.62,-,6.68,-,-,5.43,-,6.00,-,-,6.86,USD,Grandes Empresas,30/06/2025
7.04,7.90,6.93,5.56,8.25,6.17,s.i.,6.70,-,7.29,-,8.03,-,-,-,-,-,-,-,6.85,USD,Descuentos,30/06/2025
6.56,8.44,5.88,8.05,9.02,7.49,s.i.,7.47,-,11.50,-,6.15,-,-,-,-,6.10,-,-,6.07,USD,Préstamos hasta 30 días,30/06/2025
6.80,5.60,7.58,37.63,7.75,5.34,s.i.,6.31,-,9.56,-,6.41,-,-,-,-,5.64,-,-,8.33,USD,Préstamos de 31 a 90 días,30/06/2025
6.93,7.80,6.48,6.83,7.79,5.46,s.i.,6.68,-,5.15,-,7.84,-,-,-,-,-,-,-,6.57,USD,Préstamos de 91 a 180 días,30/06/2025
5.58,-,6.26,6.10,6.97,7.90,s.i.,6.28,-,5.85,-,8.50,-,-,-,-,-,-,-,6.18,USD,Préstamos de 181 a 360 días,30/06/2025
6.17,-,6.58,6.08,14.00,6.53,s.i.,6.61,-,-,-,8.12,-,-,5.43,-,-,-,-,6.73,USD,Préstamos a más de 360 días,30/06/2025
8.38,10.23,8.81,4.84,8.83,8.28,s.i.,8.94,-,6.79,-,7.48,-,-,-,-,-,-,-,8.57,USD,Medianas Empresas,30/06/2025
8.50,9.15,9.71,-,8.62,8.50,s.i.,8.66,-,-,-,10.19,-,-,-,-,-,-,-,9.20,USD,Descuentos,30/06/2025
8.02,-,7.53,-,7.60,8.63,s.i.,11.24,-,-,-,6.29,-,-,-,-,-,-,-,7.49,USD,Préstamos hasta 30 días,30/06/2025
9.99,9.07,9.37,4.43,10.52,9.61,s.i.,8.50,-,-,-,6.91,-,-,-,-,-,-,-,8.62,USD,Préstamos de 31 a 90 días,30/06/2025
9.80,14.33,8.69,8.57,10.20,8.43,s.i.,9.46,-,5.85,-,10.06,-,-,-,-,-,-,-,9.00,USD,Préstamos de 91 a 180 días,30/06/2025
8.47,-,7.60,-,12.01,7.86,s.i.,11.36,-,7.80,-,8.44,-,-,-,-,-,-,-,7.88,USD,Préstamos de 181 a 360 días,30/06/2025
6.98,-,7.85,6.95,8.64,7.13,s.i.,9.57,-,-,-,-,-,-,-,-,-,-,-,7.54,USD,Préstamos a más de 360 días,30/06/2025
10.07,-,11.06,-,10.55,5.62,s.i.,9.00,15.12,8.76,-,-,-,-,-,-,-,-,-,8.39,USD,Pequeñas Empresas,30/06/2025
9.12,-,13.47,-,17.19,9.88,s.i.,11.08,-,-,-,-,-,-,-,-,-,-,-,12.72,USD,Descuentos,30/06/2025
10.92,-,9.10,-,-,10.13,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,10.02,USD,Préstamos hasta 30 días,30/06/2025
14.89,-,9.48,-,13.34,7.96,s.i.,11.68,-,-,-,-,-,-,-,-,-,-,-,9.76,USD,Préstamos de 31 a 90 días,30/06/2025
9.80,-,8.42,-,11.84,6.34,s.i.,10.48,-,8.76,-,-,-,-,-,-,-,-,-,7.45,USD,Préstamos de 91 a 180 días,30/06/2025
13.08,-,9.01,-,-,5.28,s.i.,11.37,15.12,-,-,-,-,-,-,-,-,-,-,7.52,USD,Préstamos de 181 a 360 días,30/06/2025
9.73,-,8.22,-,7.55,4.66,s.i.,7.41,-,-,-,-,-,-,-,-,-,-,-,5.83,USD,Préstamos a más de 360 días,30/06/2025
24.55,-,23.52,19.40,25.00,-,s.i.,7.72,-,-,-,-,-,-,-,-,-,-,-,16.59,USD,Microempresas,30/06/2025
33.44,-,23.32,19.40,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,25.03,USD,Tarjetas de Crédito,30/06/2025
8.93,-,24.45,-,25.00,-,s.i.,15.57,-,-,-,-,-,-,-,-,-,-,-,20.24,USD,Descuentos,30/06/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos Revolventes,30/06/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos a cuota fija hasta 30 días,30/06/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos a cuota fija de 31 a 90 días,30/06/2025
20.11,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,20.11,USD,Préstamos a cuota fija de 91 a 180 días,30/06/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Préstamos a cuota fija de 181 a 360 días,30/06/2025
-,-,-,-,-,-,s.i.,7.40,-,-,-,-,-,-,-,-,-,-,-,7.40,USD,Préstamos a cuota fija a más de 360 días,30/06/2025
51.06,32.70,49.16,47.62,48.41,47.48,s.i.,59.84,-,47.44,-,-,-,-,-,-,-,-,-,50.44,USD,Consumo,30/06/2025
60.78,32.70,56.64,47.65,53.40,49.18,s.i.,60.54,-,47.44,-,-,-,-,-,-,-,-,-,56.71,USD,Tarjetas de Crédito,30/06/2025
14.19,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,14.19,USD,Préstamos Revolventes,30/06/2025
9.64,-,10.09,-,8.10,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,9.97,USD,Préstamos no Revolventes para automóviles,30/06/2025
5.01,-,5.71,12.10,6.93,-,s.i.,11.49,-,-,-,-,-,-,-,-,-,-,-,5.43,USD,Préstamos no Revolventes para libre disponibilidad hasta 360 días,30/06/2025
8.76,-,5.81,-,5.25,6.00,s.i.,7.85,-,-,-,-,-,-,-,-,-,-,-,6.47,USD,Préstamos no Revolventes para libre disponibilidad a más de 360 días,30/06/2025
-,-,-,-,-,-,s.i.,-,-,-,-,-,-,-,-,-,-,-,-,-,USD,Créditos pignoraticios,30/06/2025
6.51,-,7.14,10.00,9.22,6.51,s.i.,7.44,-,-,-,-,-,-,-,-,-,-,-,6.85,USD,Hipotecarios,30/06/2025
6.51,-,7.14,10.00,9.22,6.51,s.i.,7.44,-,-,-,-,-,-,-,-,-,-,-,6.85,USD,Préstamos hipotecarios para vivienda,30/06/2025
